Date,share_count,author,Index
2016-03-31,1502,Jim Sensenbrenner,0
2016-03-31,6308,Charles Blow,1
2016-03-31,826,Zeynep Tufekci,2
2016-03-31,685,Gail Collins,3
2016-03-31,1040,Nicholas Kristof,4
2016-03-31,169,The Editorial Board,5
2016-03-31,135,The Editorial Board,6
2016-03-31,145,The Editorial Board,7
2016-03-31,487,Linda Greenhouse,8
2016-03-31,466,The Editorial Board,9
2016-03-31,237,Kenan Malik,10
2016-03-30,1493,Thomas Edsall,11
2016-03-30,172,The Editorial Board,12
2016-03-30,44,The Editorial Board,13
2016-03-30,332,Sarah Eleazar,14
2016-03-30,1070,Thomas Friedman,15
2016-03-30,14188,Frank Bruni,16
2016-03-30,764,Ellen Weintraub,17
2016-03-30,113,The Editorial Board,18
2016-03-30,788,Rafia Zakaria,19
2016-03-30,211,Abdu Mansour,20
2016-03-29,397,Roger Cohen,21
2016-03-29,1907,Joe Callander,22
2016-03-29,1720,Terry Williams,23
2016-03-29,641,The Editorial Board,24
2016-03-29,413,Emma Roller,25
2016-03-29,523,Eric Alterman,26
2016-03-29,99,Arthur Brooks,27
2016-03-29,8805,David Brooks,28
2016-03-29,184,The Editorial Board,29
2016-03-29,2866,The Editorial Board,30
2016-03-29,88,Tash Aw,31
2016-03-28,158,The Editorial Board,32
2016-03-28,675,Charles Blow,33
2016-03-28,1429,The Editorial Board,34
2016-03-28,933,The Editorial Board,35
2016-03-28,476,Orrin Hatch,36
2016-03-28,284,Bryce Covert,37
2016-03-28,818,Paul Krugman,38
2016-03-28,6219,Lin-Manuel Miranda,39
2016-03-28,163,The Editorial Board,40
2016-03-28,486,Saleem Jubouri,41
2016-03-27,158,The Editorial Board,42
2016-03-27,1233,Alison Leiby,43
2016-03-27,499,Nate Cohn,44
2016-03-27,2454,Jennifer Weiner,45
2016-03-27,5305,Nicholas Kristof,46
2016-03-27,91,The Editorial Board,47
2016-03-27,1628,Angela Duckworth,48
2016-03-27,472,The Editorial Board,49
2016-03-27,1587,Kaitlyn Greenidge,50
2016-03-27,630,Mona Hanna-Attisha,51
2016-03-27,2651,Marie Lee,52
2016-03-27,665,Ross Douthat,53
2016-03-27,1167,Maureen Dowd,54
2016-03-27,17,Kate Murphy,55
2016-03-27,210,Scott Shane,56
2016-03-27,334,Lawrence Downes,57
2016-03-27,1471,Frank Bruni,58
2016-03-27,919,Craig Fox,59
2016-03-27,728,James Traub,60
2016-03-27,1041,Pamela Druckerman,61
2016-03-26,1278,Teresa Tritch,62
2016-03-26,90,The Editorial Board,63
2016-03-26,1265,The Editorial Board,64
2016-03-26,3550,Andrew Zimbalist,65
2016-03-26,145,Alan Kuperman,66
2016-03-26,3250,Gail Collins,67
2016-03-26,265,Vanessa Barbara,68
2016-03-25,112,The Editorial Board,69
2016-03-25,2570,The Editorial Board,70
2016-03-25,6513,The Editorial Board,71
2016-03-25,790,Paul Krugman,72
2016-03-25,4555,David Brooks,73
2016-03-25,812,Timothy Egan,74
2016-03-25,222,The Editorial Board,75
2016-03-25,1135,Other,76
2016-03-25,6009,John Mccain,77
2016-03-25,466,Barry Kennerk,78
2016-03-24,415,Jochen Bittner,79
2016-03-24,499,The Editorial Board,80
2016-03-24,6279,The Editorial Board,81
2016-03-24,1834,Nicholas Kristof,82
2016-03-24,1344,Gail Collins,83
2016-03-24,506,Charles Blow,84
2016-03-24,305,Ross Douthat,85
2016-03-24,154,The Editorial Board,86
2016-03-24,2952,GastóN Chillier,87
2016-03-24,131,Maxim Trudolyubov,88
2016-03-23,869,Tom Joehnk,89
2016-03-23,558,Patricia Daly,90
2016-03-23,431,Daniel Byman,91
2016-03-23,1209,Elizabeth Deutsch,92
2016-03-23,20,The Editorial Board,93
2016-03-23,1420,Thomas Friedman,94
2016-03-23,1059,Richard Painter,95
2016-03-23,511,Thomas Edsall,96
2016-03-23,1476,The Editorial Board,97
2016-03-23,177,Matthew Levitt,98
2016-03-23,585,The Editorial Board,99
2016-03-23,1256,Jorge CastañEda,100
2016-03-23,678,Roger Cohen,101
2016-03-23,390,Uki GoñI,102
2016-03-22,203,Roger Cohen,103
2016-03-22,401,Betzabé GarcíA,104
2016-03-22,794,Por GarcíA,105
2016-03-22,656,Michael Webber,106
2016-03-22,1002,The Editorial Board,107
2016-03-22,112,The Editorial Board,108
2016-03-22,80,Arthur Brooks,109
2016-03-22,735,Nancy Pelosi,110
2016-03-22,3147,David Brooks,111
2016-03-22,2162,Emma Roller,112
2016-03-22,324,The Editorial Board,113
2016-03-21,504,Aatish Taseer,114
2016-03-21,1574,Chandra Bozelko,115
2016-03-21,1078,The Editorial Board,116
2016-03-21,726,Ioan Grillo,117
2016-03-21,1188,Charles Blow,118
2016-03-21,918,The Editorial Board,119
2016-03-21,53,The Editorial Board,120
2016-03-21,1590,Paul Krugman,121
2016-03-21,116,Mark Schmitt,122
2016-03-20,7916,Peter Wehner,123
2016-03-20,2898,Eric Fair,124
2016-03-20,615,Alex Hutchinson,125
2016-03-20,216,Jean Thompson,126
2016-03-20,1561,Katie Roiphe,127
2016-03-20,4810,Peggy Orenstein,128
2016-03-20,4101,Nicholas Kristof,129
2016-03-20,242,The Editorial Board,130
2016-03-20,210,The Editorial Board,131
2016-03-20,757,Brent Staples,132
2016-03-20,14,Margaret Sullivan,133
2016-03-20,4385,Kanishk Tharoor,134
2016-03-20,412,Ross Douthat,135
2016-03-20,1802,Maureen Dowd,136
2016-03-20,414,Mark Rank,137
2016-03-20,414,Ian Millhiser,138
2016-03-20,12563,Anthony Banbury,139
2016-03-19,171,Roger Cohen,140
2016-03-19,1228,Anna North,141
2016-03-19,3870,The Editorial Board,142
2016-03-19,173,The Editorial Board,143
2016-03-19,1102,Gabriel Popkin,144
2016-03-19,1154,Constance Veit,145
2016-03-19,895,Gail Collins,146
2016-03-19,133,Luis Moreno,147
2016-03-18,2056,Timothy Egan,148
2016-03-18,716,The Editorial Board,149
2016-03-18,48655,David Brooks,150
2016-03-18,603,The Editorial Board,151
2016-03-18,4503,Paul Krugman,152
2016-03-18,728,Other,153
2016-03-18,120,The Editorial Board,154
2016-03-18,141,The Editorial Board,155
2016-03-18,563,Susan Stone,156
2016-03-18,46,Jonathan Stevenson,157
2016-03-18,416,Anatol Lieven,158
2016-03-17,3315,Sadhbh Walshe,159
2016-03-17,253,David Osit,160
2016-03-17,270,The Editorial Board,161
2016-03-17,2401,Jacob Hacker,162
2016-03-17,2352,Nicholas Kristof,163
2016-03-17,593,Charles Fishman,164
2016-03-17,1514,The Editorial Board,165
2016-03-17,4704,Charles Blow,166
2016-03-17,1464,The Editorial Board,167
2016-03-17,1152,Linda Greenhouse,168
2016-03-17,2835,Mustafa Akyol,169
2016-03-17,320,Jochen Bittner,170
2016-03-16,75,The Editorial Board,171
2016-03-16,860,Andrew Mcafee,172
2016-03-16,984,Miriam Sapiro,173
2016-03-16,793,Jesse Wegman,174
2016-03-16,2498,Thomas Friedman,175
2016-03-16,2027,Timothy Egan,176
2016-03-16,296,Ross Douthat,177
2016-03-16,2332,Thomas Edsall,178
2016-03-16,712,Gail Collins,179
2016-03-16,474,The Editorial Board,180
2016-03-16,504,Frank Bruni,181
2016-03-16,111,The Editorial Board,182
2016-03-16,990,Juliana Barbassa,183
2016-03-16,210,Nikos Konstandaras,184
2016-03-16,47,Anna Sauerbrey,185
2016-03-16,346,Manil Suri,186
2016-03-15,615,Emma Roller,187
2016-03-15,62,Arthur Brooks,188
2016-03-15,118,L. Wertheim,189
2016-03-15,73,The Editorial Board,190
2016-03-15,106,The Editorial Board,191
2016-03-15,5490,David Brooks,192
2016-03-15,2100,The Editorial Board,193
2016-03-15,212,Nils Muiznieks,194
2016-03-15,3783,Roger Cohen,195
2016-03-15,312,Shmuel Rosner,196
2016-03-14,281,Ivan Krastev,197
2016-03-14,1743,John Reed,198
2016-03-14,795,The Editorial Board,199
2016-03-14,47,The Editorial Board,200
2016-03-14,950,Jared Bernstein,201
2016-03-14,6806,Paul Krugman,202
2016-03-14,206,The Editorial Board,203
2016-03-14,748,Charles Blow,204
2016-03-13,5659,Nicholas Kristof,205
2016-03-13,1572,Dan Kaufman,206
2016-03-13,3677,Edward Wilson,207
2016-03-13,3862,Frank Bruni,208
2016-03-13,210,Emma Rathbone,209
2016-03-13,2606,Andrew Cooper,210
2016-03-13,191,Maureen Dowd,211
2016-03-13,3372,The Editorial Board,212
2016-03-13,3231,Barbara Lipska,213
2016-03-13,444,The Editorial Board,214
2016-03-13,3061,Ross Douthat,215
2016-03-13,32,Kate Murphy,216
2016-03-13,190,The Editorial Board,217
2016-03-13,2331,Amy Butcher,218
2016-03-13,1059,Alec Luhn,219
2016-03-13,6503,Aatish Taseer,220
2016-03-13,32845,Katherine Kinzler,221
2016-03-13,1062,Daniel Duane,222
2016-03-13,645,Jacob Heilbrunn,223
2016-03-12,206,The Editorial Board,224
2016-03-12,123,The Editorial Board,225
2016-03-12,235,The Editorial Board,226
2016-03-12,167,Bert Stratton,227
2016-03-12,914,Gail Collins,228
2016-03-12,266,Silvio Carrillo,229
2016-03-11,1029,Heidi Cullen,230
2016-03-11,2634,Timothy Egan,231
2016-03-11,146,Roger Cohen,232
2016-03-11,166,Frank Bruni,233
2016-03-11,7926,Lindy West,234
2016-03-11,774,David Cole,235
2016-03-11,138,The Editorial Board,236
2016-03-11,264,The Editorial Board,237
2016-03-11,1605,Paul Krugman,238
2016-03-11,869,David Brooks,239
2016-03-11,102,The Editorial Board,240
2016-03-11,21,The Editorial Board,241
2016-03-11,1623,Steve Braunias,242
2016-03-10,629,Ananya Vajpeyi,243
2016-03-10,48,Jim Walsh,244
2016-03-10,1028,Ross Douthat,245
2016-03-10,6279,Nicholas Kristof,246
2016-03-10,466,Steven Rattner,247
2016-03-10,154,Daniel Becker,248
2016-03-10,82,The Editorial Board,249
2016-03-10,226,Francis Clines,250
2016-03-10,903,Gail Collins,251
2016-03-10,2171,The Editorial Board,252
2016-03-10,740,Charles Blow,253
2016-03-10,305,Sylvie Kauffmann,254
2016-03-09,1459,Anne Balay,255
2016-03-09,103,The Editorial Board,256
2016-03-09,766,HéCtor Tobar,257
2016-03-09,107,The Editorial Board,258
2016-03-09,349,Thomas Edsall,259
2016-03-09,3083,Thomas Friedman,260
2016-03-09,627,The Editorial Board,261
2016-03-09,60,Matthew D'Ancona,262
2016-03-09,636,Sevgi Akarcesme,263
2016-03-08,432,Peter Kirby,264
2016-03-08,3588,Roger Cohen,265
2016-03-08,454,Jameel Jaffer,266
2016-03-08,958,The Editorial Board,267
2016-03-08,193,Arthur Brooks,268
2016-03-08,96,The Editorial Board,269
2016-03-08,6220,David Brooks,270
2016-03-08,362,Andrew Levison,271
2016-03-08,1012,The Editorial Board,272
2016-03-08,131,Kate Brower,273
2016-03-07,139,Masha Gessen,274
2016-03-07,843,Paul Gallay,275
2016-03-07,990,Paul Krugman,276
2016-03-07,2679,Charles Blow,277
2016-03-07,179,Ernesto LondoñO,278
2016-03-07,938,Robert Klitzman,279
2016-03-07,132,Jennifer Boylan,280
2016-03-07,651,The Editorial Board,281
2016-03-07,577,The Editorial Board,282
2016-03-06,612,Frank Bruni,283
2016-03-06,573,Kate Losse,284
2016-03-06,731,Anna Fels,285
2016-03-06,9547,Matthew Desmond,286
2016-03-06,14834,Seth Stephens-Davidowitz,287
2016-03-06,1073,Lawrence Downes,288
2016-03-06,1245,Frank Bruni,289
2016-03-06,524,The Editorial Board,290
2016-03-06,553,Mustafa Hameed,291
2016-03-06,25,Margaret Sullivan,292
2016-03-06,961,Ross Douthat,293
2016-03-06,12578,Nicholas Kristof,294
2016-03-06,1597,The Editorial Board,295
2016-03-06,4994,Maureen Dowd,296
2016-03-06,9953,A. Jahren,297
2016-03-06,841,Alison Zeidman,298
2016-03-06,279,Mitesh Patel,299
2016-03-06,1864,Shirin Ebadi,300
2016-03-05,688,The Editorial Board,301
2016-03-05,175,Laura Secor,302
2016-03-05,1076,Amanda Robb,303
2016-03-05,396,Emily Benfer,304
2016-03-05,55,The Editorial Board,305
2016-03-05,316,The Editorial Board,306
2016-03-05,1192,The Editorial Board,307
2016-03-04,6174,Timothy Egan,308
2016-03-04,144,Roger Cohen,309
2016-03-04,1155,Debora Silberman,310
2016-03-04,944,The Editorial Board,311
2016-03-04,198,The Editorial Board,312
2016-03-04,7752,Paul Krugman,313
2016-03-04,7069,David Brooks,314
2016-03-04,1688,The Editorial Board,315
2016-03-04,3006,Joseph Biden,316
2016-03-04,146,Beppe Severgnini,317
2016-03-04,778,Tahmima Anam,318
2016-03-03,176,The Editorial Board,319
2016-03-03,6851,Frank Bruni,320
2016-03-03,528,Sandeep Jauhar,321
2016-03-03,1155,The Editorial Board,322
2016-03-03,9394,Charles Blow,323
2016-03-03,101,Bryce Covert,324
2016-03-03,36,The Editorial Board,325
2016-03-03,202,Linda Greenhouse,326
2016-03-03,318,Gail Collins,327
2016-03-03,2333,Brent Staples,328
2016-03-03,225,The Editorial Board,329
2016-03-03,1432,Nicholas Kristof,330
2016-03-03,130,Other,331
2016-03-02,244,Aman Sethi,332
2016-03-02,306,Chuck Wexler,333
2016-03-02,736,Suzy Khimm,334
2016-03-02,1605,Thomas Friedman,335
2016-03-02,69,The Editorial Board,336
2016-03-02,117,Emma Roller,337
2016-03-02,44,Mimi Swartz,338
2016-03-02,3372,Thomas Edsall,339
2016-03-02,707,Frank Bruni,340
2016-03-02,2352,The Editorial Board,341
2016-03-02,1349,The Editorial Board,342
2016-03-01,394,Azadeh Moaveni,343
2016-03-01,14195,Roger Cohen,344
2016-03-01,131,Ross Douthat,345
2016-03-01,371,Hans Noel,346
2016-03-01,129,Arthur Brooks,347
2016-03-01,169,The Editorial Board,348
2016-03-01,87,The Editorial Board,349
2016-03-01,140,Lawrence Downes,350
2016-03-01,34291,Peter Wehner,351
2016-03-01,470,David Brooks,352
2016-03-01,188,The Editorial Board,353
2016-02-29,941,Raghu Karnad,354
2016-02-29,252,Joe Brewster,355
2016-02-29,1596,Joe Brewster,356
2016-02-29,332,Abbe Lowell,357
2016-02-29,455,The Editorial Board,358
2016-02-29,365,Joy-Ann Reid,359
2016-02-29,1556,Charles Blow,360
2016-02-29,119,The Editorial Board,361
2016-02-29,239,The Editorial Board,362
2016-02-29,1794,Paul Krugman,363
2016-02-29,208,Isaac Herzog,364
2016-02-28,459,Emma Roller,365
2016-02-28,309,Colton Dunn,366
2016-02-28,5487,Andrew Hacker,367
2016-02-28,15043,Rebecca Traister,368
2016-02-28,1220,Kimberly Stephens,369
2016-02-28,225,Peter Manseau,370
2016-02-28,59,Kate Murphy,371
2016-02-28,1901,Nicholas Kristof,372
2016-02-28,410,Molly Worthen,373
2016-02-28,602,Linda Greenhouse,374
2016-02-28,1441,Ross Douthat,375
2016-02-28,1016,The Editorial Board,376
2016-02-28,4860,Frank Bruni,377
2016-02-28,322,Maureen Dowd,378
2016-02-28,164,The Editorial Board,379
2016-02-28,134,The Editorial Board,380
2016-02-28,1554,Jillian Jordan,381
2016-02-27,589,Gail Collins,382
2016-02-27,1194,The Editorial Board,383
2016-02-27,300,The Editorial Board,384
2016-02-27,141,Doug Glanville,385
2016-02-27,2220,The Editorial Board,386
2016-02-27,128,Emma Roller,387
2016-02-26,427,Roger Cohen,388
2016-02-26,41,The Editorial Board,389
2016-02-26,1866,Julia Baird,390
2016-02-26,1540,Vincent Schiraldi,391
2016-02-26,2502,Paul Krugman,392
2016-02-26,101674,David Brooks,393
2016-02-26,439,The Editorial Board,394
2016-02-26,234,The Editorial Board,395
2016-02-26,2311,Timothy Egan,396
2016-02-26,7064,The Editorial Board,397
2016-02-26,335,Michael Cruickshank,398
2016-02-25,122,Maxim Trudolyubov,399
2016-02-25,58,The Editorial Board,400
2016-02-25,695,Frank Bruni,401
2016-02-25,2298,Nicholas Kristof,402
2016-02-25,565,Gail Collins,403
2016-02-25,1324,Antony Loewenstein,404
2016-02-25,298,Ross Douthat,405
2016-02-25,372,Henry Petroski,406
2016-02-25,6661,The Editorial Board,407
2016-02-25,752,Charles Blow,408
2016-02-25,229,The Editorial Board,409
2016-02-25,12014,The Editorial Board,410
2016-02-24,9091,Arnold Weinstein,411
2016-02-24,708,Thomas Edsall,412
2016-02-24,631,Lydia Millet,413
2016-02-24,628,The Editorial Board,414
2016-02-24,548,The Editorial Board,415
2016-02-24,1115,Abner Mikva,416
2016-02-24,6540,Jacob Weisberg,417
2016-02-24,307,The Editorial Board,418
2016-02-24,2087,Frank Bruni,419
2016-02-23,3482,The Editorial Board,420
2016-02-23,515,Roger Cohen,421
2016-02-23,664,Andrew Revkin,422
2016-02-23,790,Luigi Zingales,423
2016-02-23,1125,Halley Potter,424
2016-02-23,218,The Editorial Board,425
2016-02-23,134,The Editorial Board,426
2016-02-23,3116,David Brooks,427
2016-02-23,137,The Editorial Board,428
2016-02-23,740,William Bratton,429
2016-02-23,39,Geoffrey Edwards,430
2016-02-23,202,Kenan Malik,431
2016-02-22,1159,Nilanjana Roy,432
2016-02-22,101,Arthur Brooks,433
2016-02-22,1762,Andrew Cherlin,434
2016-02-22,211,The Editorial Board,435
2016-02-22,2940,Paul Krugman,436
2016-02-22,69,The Editorial Board,437
2016-02-22,1861,Maureen Dowd,438
2016-02-22,1295,Charles Blow,439
2016-02-22,674,The Editorial Board,440
2016-02-22,73,Other,441
2016-02-22,383,Olivier Guez,442
2016-02-21,1958,Frank Bruni,443
2016-02-21,26621,Caroline Paul,444
2016-02-21,1134,The Editorial Board,445
2016-02-21,7564,Jill Filipovic,446
2016-02-21,445,Frank Bruni,447
2016-02-21,265,Ross Douthat,448
2016-02-21,26,Kate Murphy,449
2016-02-21,26,Margaret Sullivan,450
2016-02-21,3061,Nicholas Kristof,451
2016-02-21,4485,The Editorial Board,452
2016-02-21,1455,Sarah Rickman,453
2016-02-21,5891,Kasia Lipska,454
2016-02-21,382,Robert Levine,455
2016-02-21,261,The Editorial Board,456
2016-02-21,361,Richard Conniff,457
2016-02-21,1631,Vlad Chituc,458
2016-02-21,415,Paul Jankowski,459
2016-02-21,651,Michael Hayden,460
2016-02-20,766,The Editorial Board,461
2016-02-20,744,Brent Staples,462
2016-02-20,1481,The Editorial Board,463
2016-02-20,878,Gail Collins,464
2016-02-20,277,Steven Rattner,465
2016-02-20,1043,Keith Houston,466
2016-02-19,392,Roger Cohen,467
2016-02-19,2244,Derwyn Bunton,468
2016-02-19,481,The Editorial Board,469
2016-02-19,262,Brittany Bronson,470
2016-02-19,5261,Paul Krugman,471
2016-02-19,5062,David Brooks,472
2016-02-19,331,Timothy Egan,473
2016-02-19,1866,The Editorial Board,474
2016-02-19,554,The Editorial Board,475
2016-02-19,92,Vanessa Barbara,476
2016-02-18,637,Sarah Klein,477
2016-02-18,2122,Linda Greenhouse,478
2016-02-18,3384,Nicholas Kristof,479
2016-02-18,150,The Editorial Board,480
2016-02-18,1146,Gail Collins,481
2016-02-18,1442,The Editorial Board,482
2016-02-18,285,Charles Blow,483
2016-02-18,345,Ross Douthat,484
2016-02-18,1159,The Editorial Board,485
2016-02-18,528,Hussein Ibish,486
2016-02-17,76,The Editorial Board,487
2016-02-17,214,Paul Clement,488
2016-02-17,1527,Steve Inskeep,489
2016-02-17,1298,The Editorial Board,490
2016-02-17,1125,Frank Bruni,491
2016-02-17,225,The Editorial Board,492
2016-02-17,7835,Thomas Friedman,493
2016-02-17,1923,Ernesto LondoñO,494
2016-02-17,119,Nicholas Opiyo,495
2016-02-16,343,Witold Waszczykowski,496
2016-02-16,153,Thierry Cruvellier,497
2016-02-16,81,The Editorial Board,498
2016-02-16,640,Joan Larsen,499
2016-02-16,3490,Caitlin Daniel,500
2016-02-16,1800,The Editorial Board,501
2016-02-16,4001,Timothy Huebner,502
2016-02-16,3072,The Editorial Board,503
2016-02-16,289,Emma Roller,504
2016-02-16,371,The Editorial Board,505
2016-02-16,2523,David Brooks,506
2016-02-16,2129,Alexander Main,507
2016-02-16,41,Thierry Cruvellier,508
2016-02-15,565,Roger Cohen,509
2016-02-15,523,Mark Seddon,510
2016-02-15,1277,Gal Beckerman,511
2016-02-15,917,The Editorial Board,512
2016-02-15,267,Charles Blow,513
2016-02-15,2836,Christopher Ketcham,514
2016-02-15,733,Lawrence Downes,515
2016-02-15,1199,The Editorial Board,516
2016-02-15,4967,Paul Krugman,517
2016-02-15,609,Jamal Greene,518
2016-02-15,577,Bruce Murphy,519
2016-02-14,286,Frank Bruni,520
2016-02-14,46,Jennifer Weiner,521
2016-02-14,918,David Kirp,522
2016-02-14,45,Kate Murphy,523
2016-02-14,1077,Susan Faludi,524
2016-02-14,19190,Kate Bowler,525
2016-02-14,98,The Editorial Board,526
2016-02-14,722,The Editorial Board,527
2016-02-14,7987,Arthur Brooks,528
2016-02-14,6774,Maureen Dowd,529
2016-02-14,2397,Nicholas Kristof,530
2016-02-14,141,Ross Douthat,531
2016-02-14,80,The Editorial Board,532
2016-02-14,1390,Derek Koehler,533
2016-02-14,10872,Kamel Daoud,534
2016-02-14,14225,Kamel Daoud,535
2016-02-14,4632,Isabel Wilkerson,536
2016-02-14,9708,Other,537
2016-02-14,1179,Greg Milner,538
2016-02-13,1199,Ross Douthat,539
2016-02-13,1356,The Editorial Board,540
2016-02-13,445,Roger Thompson,541
2016-02-13,518,The Editorial Board,542
2016-02-13,2931,The Editorial Board,543
2016-02-13,695,Gail Collins,544
2016-02-13,3697,Francis Clines,545
2016-02-13,986,Allison Arieff,546
2016-02-13,9767,Madeleine Albright,547
2016-02-12,378,Louise Mensch,548
2016-02-12,394,Gideon Yaffe,549
2016-02-12,1085,Paul Krugman,550
2016-02-12,7653,David Brooks,551
2016-02-12,538,Stuart Stevens,552
2016-02-12,186,The Editorial Board,553
2016-02-12,1041,The Editorial Board,554
2016-02-12,898,Timothy Egan,555
2016-02-12,118,The Editorial Board,556
2016-02-12,219,Eric Reeves,557
2016-02-11,214,Matt Katz,558
2016-02-11,367,The Editorial Board,559
2016-02-11,526,Alan Robock,560
2016-02-11,4818,Nicholas Kristof,561
2016-02-11,1189,The Editorial Board,562
2016-02-11,1362,Gail Collins,563
2016-02-11,364,The Editorial Board,564
2016-02-11,8762,Charles Blow,565
2016-02-11,60,Nicolle Wallace,566
2016-02-11,746,Jennifer Boylan,567
2016-02-11,569,Anna Sauerbrey,568
2016-02-10,99,Se-Woong Koo,569
2016-02-10,92,Paulina Ska,570
2016-02-10,355,Ross Douthat,571
2016-02-10,366,Yonah Freemark,572
2016-02-10,2080,Thomas Friedman,573
2016-02-10,740,The Editorial Board,574
2016-02-10,401,Thomas Edsall,575
2016-02-10,326,Mark Schmitt,576
2016-02-10,3066,Frank Bruni,577
2016-02-10,1204,The Editorial Board,578
2016-02-10,169,The Editorial Board,579
2016-02-10,135,Oleksandr Sushko,580
2016-02-10,3585,Uki GoñI,581
2016-02-10,71,Tash Aw,582
2016-02-09,820,Roger Cohen,583
2016-02-09,348,Ivan Krastev,584
2016-02-09,70,The Editorial Board,585
2016-02-09,5239,Ekow Yankah,586
2016-02-09,96,The Editorial Board,587
2016-02-09,51885,David Brooks,588
2016-02-09,868,Lionel Shriver,589
2016-02-09,451,Arthur Brooks,590
2016-02-09,92,The Editorial Board,591
2016-02-09,64,Emma Roller,592
2016-02-09,337,Lawrence Downes,593
2016-02-08,261,Atossa Abrahamian,594
2016-02-08,457,The Editorial Board,595
2016-02-08,2628,Debora Diniz,596
2016-02-08,1319,The Editorial Board,597
2016-02-08,2456,Paul Krugman,598
2016-02-08,724,Charles Blow,599
2016-02-08,506,Mimi Swartz,600
2016-02-08,338,Jochen Bittner,601
2016-02-08,329,The Editorial Board,602
2016-02-07,97,Frank Bruni,603
2016-02-07,111,The Editorial Board,604
2016-02-07,402,The Editorial Board,605
2016-02-07,2681,Sarai Walker,606
2016-02-07,1536,Steve Eisman,607
2016-02-07,2737,Maureen Dowd,608
2016-02-07,127,Margaret Sullivan,609
2016-02-07,4894,Nicholas Kristof,610
2016-02-07,159,Ross Douthat,611
2016-02-07,495,Steve Cohen,612
2016-02-07,599,Frank Bruni,613
2016-02-07,581,The Editorial Board,614
2016-02-07,5,Kate Murphy,615
2016-02-07,538,Other,616
2016-02-07,155,Todd Rogers,617
2016-02-07,4395,Susan Jacoby,618
2016-02-07,1425,Sonia Shah,619
2016-02-06,161,The Editorial Board,620
2016-02-06,740,Mark Urban,621
2016-02-06,660,Mary Phillips-Sandy,622
2016-02-06,749,Elizabeth Williamson,623
2016-02-06,532,The Editorial Board,624
2016-02-06,3424,The Editorial Board,625
2016-02-06,328,Gail Collins,626
2016-02-05,94,The Editorial Board,627
2016-02-05,112,Masha Gessen,628
2016-02-05,240,Roger Cohen,629
2016-02-05,273,Ernesto LondoñO,630
2016-02-05,88,The Editorial Board,631
2016-02-05,1478,Timothy Egan,632
2016-02-05,824,David Brooks,633
2016-02-05,2138,Paul Krugman,634
2016-02-05,207,The Editorial Board,635
2016-02-05,1465,David Abrams,636
2016-02-05,1120,Other,637
2016-02-04,87,Maxim Trudolyubov,638
2016-02-04,582,The Editorial Board,639
2016-02-04,606,Gail Collins,640
2016-02-04,3163,Nicholas Kristof,641
2016-02-04,8023,Charles Blow,642
2016-02-04,229,Ross Douthat,643
2016-02-04,50,The Editorial Board,644
2016-02-04,531,The Editorial Board,645
2016-02-04,294,Linda Greenhouse,646
2016-02-04,1703,Roberto Suro,647
2016-02-04,1807,Mustafa Akyol,648
2016-02-04,866,John Mcwhorter,649
2016-02-03,47,The Editorial Board,650
2016-02-03,288,Mohammed Ghanem,651
2016-02-03,103,The Editorial Board,652
2016-02-03,2542,Thomas Friedman,653
2016-02-03,1525,Richard Painter,654
2016-02-03,372,The Editorial Board,655
2016-02-03,737,Behlul Ozkan,656
2016-02-02,607,Frank Bruni,657
2016-02-02,561,The Editorial Board,658
2016-02-02,404,Roger Cohen,659
2016-02-02,233,Mona Eltahawy,660
2016-02-02,291,The Editorial Board,661
2016-02-02,258,The Editorial Board,662
2016-02-02,3428,David Brooks,663
2016-02-02,129,Arthur Brooks,664
2016-02-02,61,Emma Roller,665
2016-02-02,145,The Editorial Board,666
2016-02-02,2009,R. Reno,667
2016-02-02,228,Sonia Goldenberg,668
2016-02-01,1597,Jacques Leslie,669
2016-02-01,7547,The Editorial Board,670
2016-02-01,80,The Editorial Board,671
2016-02-01,2018,Paul Krugman,672
2016-02-01,387,Charles Blow,673
2016-02-01,1456,Bryce Covert,674
2016-02-01,4108,Ban Ki-Moon,675
2016-02-01,1008,The Editorial Board,676
2016-01-31,800,Frank Bruni,677
2016-01-31,64762,Adam Grant,678
2016-01-31,12676,Nicholas Kristof,679
2016-01-31,2640,Michael Peppard,680
2016-01-31,668,David Moats,681
2016-01-31,522,Maureen Dowd,682
2016-01-31,523,Ross Douthat,683
2016-01-31,753,Matt Gallagher,684
2016-01-31,405,Adrian Benepe,685
2016-01-31,25,Kate Murphy,686
2016-01-31,6801,The Editorial Board,687
2016-01-31,23627,The Editorial Board,688
2016-01-31,1594,Annie Duflo,689
2016-01-31,896,Michael Osterholm,690
2016-01-31,815,Mahesh Rao,691
2016-01-31,2017,Gail Sheehy,692
2016-01-31,554,Trymaine Lee,693
2016-01-30,111,Dalibor Rohac,694
2016-01-30,182,The Editorial Board,695
2016-01-30,257,Thomas Vinciguerra,696
2016-01-30,719,Betsy Quammen,697
2016-01-30,405,Gail Collins,698
2016-01-30,359,The Editorial Board,699
2016-01-30,201,The Editorial Board,700
2016-01-30,1261,The Editorial Board,701
2016-01-30,182,David Roberts,702
2016-01-29,101,The Editorial Board,703
2016-01-29,682,Roger Cohen,704
2016-01-29,10621,Elizabeth Warren,705
2016-01-29,2198,Paul Krugman,706
2016-01-29,2142,David Brooks,707
2016-01-29,2570,Timothy Egan,708
